,sentence,section_nr,has_citation,last_section_title,Labels
15856,we pick out an in  depth case study because the research enquiry ask for a detailed investigation of a phenomenon in its real context yin 2013  5 10 research method ,5,1.0,research method ,Research Question
15857,although patent citations help oneself address many research question they likewise have various downsides 5 00 process  mechanisms of recombinations ,5,0.0,process : mechanisms of recombinations ,Research Question
15858,in any case studies looking specifically at how bingewatching affect churn rates in video  ondemand might equal a relevant area for succeeding enquiry 5 00 conclusions ,5,0.0,conclusions ,Future work
15859,we also admit that our subject surface area bear some limitation 5 00 conclusions ,5,0.0,conclusions ,limitation
15860,we go prohibited this theme for future enquiry 5 00 conclusions ,5,0.0,conclusions ,Future work
15861,future body of work may undertake to consider the effect of different free  trial durations on the posttrial likelihood of ware subscription 5 00 conclusions ,5,0.0,conclusions ,Future work
15862,in the light of our research question  our focus was on studying the connection between expertise coordination and codification practices  5 00 the role of codification in offshore  outsourcing ,5,0.0,the role of codification in offshore - outsourcing ,Research Question
15863,we first introduce and discourse the identification strategy and and so account our baseline final result on the middle effect of on line euphony videos on recorded music sales 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15864,we report results of additional analyses some of which are described in more detail in the online cecal appendage that largely support the robustness of our results and help uracil rule out alternative explanations 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15865,the game demo that the treatment and control groups watch similar trends before the gesellschaft für musikalische aufführungs  und 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15866,although these results constitute reassuring we discuss an alternative identification strategy using cover  country edition and a falsification exercise placebo country and timing after the baseline outcome below 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15867,baseline event 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15868,our service line resultant role are reported in table little phoebe 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15869,in columns i and 5  we describe the results of an aggregated model specification where we look at full sales of a song as an norm in the pre  and postshock menses 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15870,we further report sequent role of dissimilar methods of estimating standard errors clustered at the creative person spirit level in column 1 and hatful at the song level in pillar 5  5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15871,because it is likely that the temporal correlation structure of sales of the same birdcall is stronger than those of sales of dissimilar birdsong by the same creative person we continue to cover results with standard errors clustered at the song level in the eternal rest of this paper 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15872,in table 6 we report results of a model that compares gross sales of a sung in austria with its gross sales germany and austria and the digital download channel germany before and after the gesellschaft für musikalische aufführungs  und 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15873,the coefficient of after × video in columns i and 2 of table 7 are small and not significantly different from cypher suggesting that our results are not driven by a general trend that started before the gesellschaft für musikalische aufführungs  und 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15874,if our solvent are drive by confounding temporal variation that coincides with the gesellschaft für musikalische aufführungs  und 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15875,although our results cost robust to a act of specifications some business concern organization reckon data social system promissory tone 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15876,the variable picture indicates that at least one song dynasty  specific television be uploaded on the nuclear number ninety twosecondyoutube prior to april 1 2009 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15877,the variable after indicates weeks after april i 2009 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15878,in the online appendix we speculate on the possible effects of measurement fault show that our results follow broadly robust to unalike estimation windows and conclude that the results be not likely to be driven by price variety 5 00 empirical specification and results ,5,0.0,empirical specification and results ,Emperical Result
15879,to build theory i explore the two research question with a multiple  case study approach as montreal toheed society adopted iii different social media platforms 5 00 research design ,5,0.0,research design ,Research Question
15880,discussion and limitations 5 00 discussion and limitations ,5,0.0,discussion and limitations ,limitation
15881,there be a telephone number of limitations to our written report 5 00 discussion and limitations ,5,0.0,discussion and limitations ,limitation
15882,this inherent limit make it difficult to fully calculate for strategies that might expand or fail to attract the total market place 5 00 discussion and limitations ,5,0.0,discussion and limitations ,limitation
15883,another limitation of our manakin is that the quality of content as well as content price are the same across content providers and thus consumer gain the same utility from each extra content regardless of its provider 5 00 discussion and limitations ,5,0.0,discussion and limitations ,limitation
15884,hence to fill the defined cognition opening the study below begin by answering the following research question one  5 00 moving forward ,5,0.0,moving forward ,Research Question
15885,furthermore in answering our second enquiry interrogation we anticipate that suggestion 2a 5 00 summary and propositions ,5,0.0,summary and propositions ,Research Question
15886,based on the enquiry question  how do the application of net of things within public sphere service innovation contribute to public sector smartness 5 00 discussion ,5,0.0,discussion ,Research Question
15887,our enquiry thusly chip in important insights for public sector transparentness and internet of affair effectuation as we show that the issue of transparency requires the balancing of benefits and risksbernstein 2017 posits that the benefits of transparentness egigabyteascertain and control may become risk of infection when the perspective is shift from the observer to the observed 5 10 discussion ,5,1.0,discussion ,Contribution
15888,this inquiry break in design science research has motivated this newspaper publisher and the inquiry question stated in the innovation which is  what would be a near way to guide the formula of an appropriate scheme for conducting the various evaluation activities need throughout a design science research project  5 00 summary of design science research evaluation literature ,5,0.0,summary of design science research evaluation literature ,Research Question
15889,our analysis reveals three marrow mechanisms used to reach intra  selective info technology alignment between development and operation in crossing  useable team mortal 5 00 findings ,5,0.0,findings ,Emperical Result
15890,we retrospect both and represent a related research interrogative sentence in the remainder of the section 6 00 coherence analysis ,6,0.0,coherence analysis ,Research Question
15891,this comprise an important donation because budget and schedule overruns are among the most dogged problems that information systems project encounter cao 2008 conboy 2010 lang et al 2013  6 10 discussion ,6,1.0,discussion ,Contribution
15892,the second contribution of our study lies in exsert the existing lit on the importance of language usage in information organisation project bostrom 1989 chiasson  davidson 2012 conboy et al 2012  6 10 discussion ,6,1.0,discussion ,Contribution
15893,the fourth contribution of our research is to the literature on language abstraction and its effect on decision making  6 00 discussion ,6,0.0,discussion ,Contribution
15894,so our research doubt be astir participants  enacted logics which required united states of america to understand the views and the approaches of the interviewees 6 00 research method ,6,0.0,research method ,Research Question
15895,our analysis revealed trine architectural mechanisms that explained important aspects of the success of the project on  site conformation trafficker boundary resources and institutional boundary resource 6 00 findings ,6,0.0,findings ,Emperical Result
15896,the software represent configurable and characteristic be adjust as force experienced daily enjoyment 6 00 findings ,6,0.0,findings ,Emperical Result
15897,ofttimes at hospitals clinicians spend a lot of time finding patients front up information systems or calling early departments to inquire astir test results etc 6 00 findings ,6,0.0,findings ,Emperical Result
15898,figure 6 demo whiteboard functionality both touch to flow and visual image 6 00 findings ,6,0.0,findings ,Emperical Result
15899,aceeinsteiniumthe resourcefulness and product scheme take the stand in the heart of figure vii  6 00 findings ,6,0.0,findings ,Emperical Result
15900,table 1 summarizes these themes with reference to the phenomenon  relevance  existing work  and possible research questions  6 00 themes emerging in the special issue and opportunities for new research ,6,0.0,themes emerging in the special issue and opportunities for new research ,Research Question
15901,these result appearance that the mensuration token ingest stiff convergent validity gefen  straub 2005  6 10 data analysis and results ,6,1.0,data analysis and results ,Emperical Result
15902,these results attest that the measure items also had solid discriminant rigour fornell  larcker 1981  6 10 data analysis and results ,6,1.0,data analysis and results ,Emperical Result
15903,pitiable  full term results t deuce  triiodothyronine ane  6 00 data analysis and results ,6,0.0,data analysis and results ,Emperical Result
15904,table 3 summarises the results of the post hoc analysis by first comparing the relevant short  term instrumental outcomes of the three interventions to the control and then comparing the short  term instrumental outcomes of the gamified interventions to the email intervention  6 00 data analysis and results ,6,0.0,data analysis and results ,Emperical Result
15905,long  term termination t 3  mt single  6 00 data analysis and results ,6,0.0,data analysis and results ,Emperical Result
15906,table 4 resume the results of the military post hoc analysis 6 00 data analysis and results ,6,0.0,data analysis and results ,Emperical Result
15907,the farseeing  term resultant role show the continuing impact of the gamified security teaching training and awareness treatment a calendar month later 6 00 data analysis and results ,6,0.0,data analysis and results ,Emperical Result
15908,comparable the short  term results farseeing  term results show that both gamified security education training and awareness interventions were significantly better than the control group with the text  based intervention slightly outperforming the ocular  establish intervention in term of reducing online self  disclosure 6 00 data analysis and results ,6,0.0,data analysis and results ,Emperical Result
15909,table five summarises the outcome of the office hoc analyses 6 00 data analysis and results ,6,0.0,data analysis and results ,Emperical Result
15910,given the complexness of our study and its measure we sum the results of our deepness psychology for the instrumental and experiential outcomes for both the short  and tenacious  terminus in table hexad 6 00 data analysis and results ,6,0.0,data analysis and results ,Emperical Result
15911,we explicate our finding farther in the discussion section 6 00 data analysis and results ,6,0.0,data analysis and results ,Emperical Result
15912,the study adopts ethnic historical activity theory blackler 1995 engeström 1987 engeström  2009 as a framework to reply to the research questions stated in the presentation 6 10  methodological framework and research design ,6,1.0,| methodological framework and research design ,Research Question
15913,figure 4 shows the analysis steps from the inquiry motion through cultural historical activity theory  s concepts to indicative model of information 6 00  methodological framework and research design ,6,0.0,| methodological framework and research design ,Research Question
15914,therefore  this study aims to answer the following research question  how do onlookers influence the user perspective and structuring of technology  in  practice  6 00 dual structuration as a framework to include onlookers ,6,0.0,dual structuration as a framework to include onlookers ,Research Question
15915,this study has 2 primary contribution for the line of business of public sector digital innovation 6 00 conclusions ,6,0.0,conclusions ,Contribution
15916,finally this study was open to several limitation that mustiness be acknowledged 6 00 conclusions ,6,0.0,conclusions ,limitation
15917,moreover this study concentrated on how cyberspace of thing affects public sector service institution and future inquiry be needed to excogitate the effects on private sphere religious service innovation under like circumstances 6 00 conclusions ,6,0.0,conclusions ,Future work
15918,hence future research should work to extend the lessons learnt from the adoption of cyberspace of things to former emerging technologies such as augmented intelligence and automatic process mechanization 6 00 conclusions ,6,0.0,conclusions ,Future work
15919,as noted in the introduction for rating in plan science is designed to address the enquiry question  what would be a good way to guide the design of an appropriate strategy for conduct the respective evaluation activity needed throughout a innovation science inquiry project  6 00 the for evaluation in design science framework for evaluation in design science research ,6,0.0,the for evaluation in design science framework for evaluation in design science research ,Research Question
15920,we hold focused our critique of the notion of artefact within excogitation science by view the limitations of viewing tangible entropy systems as socio  proficient systems 7 00 conclusion ,7,0.0,conclusion ,limitation
15921,a  theme  follow a patterned reception or means from the data that be prominent to addressing the inquiry questions at slew 7 00 research methods ,7,0.0,research methods ,Research Question
15922,the observations and documents were used to i check our interpretations and 2 contextualize the determination base on the interviews 7 00 results ,7,0.0,results ,Emperical Result
15923,at the time that the interviews were conducted  the implementation of this new vision had started  sparking sense  making processes that highlighted the hospital information technology governance dilemmas under investigation  7 00 results ,7,0.0,results ,Emperical Result
15924,our analysis reveals that clinicians mostly favor decentralized contrary to managers only few member of the information technology staff demo grounds for aesculapian professionalism and especially those who wreak closely with practicing clinicians 7 00 results ,7,0.0,results ,Emperical Result
15925,information engineering stability versus change table 8 cater evidence for interconnection between the logics within the  information engineering constancy versus change  dilemma 7 00 results ,7,0.0,results ,Emperical Result
15926,dynamics result from the coincidental portrayal of the two hybrids 7 00 results ,7,0.0,results ,Emperical Result
15927,the aforementioned simultaneous enactment of two hybrid logics resulted in inconsistent information technology governance practices  7 00 results ,7,0.0,results ,Emperical Result
15928,speak this central issue we set up the enquiry doubt 7 00 discussion ,7,0.0,discussion ,Research Question
15929,the virtual donation can be resume in the following 7 00 discussion ,7,0.0,discussion ,Contribution
15930,considering this shell a fruitful ground to inquire our enquiry question we conduct an in  depth case study gerring 2007 inside health entropy musical arrangement syllabus for over a menstruum of 7 years from 2007 to 2013 7 10 r e s e a r c h a p p roac h ,7,1.0,r e s e a r c h a p p roac h ,Research Question
15931,therefore they miss significant contributions to the body of noesis in this field 7 00 discussion ,7,0.0,discussion ,Contribution
15932,an analysis of discrepancy analysis of discrepancy indicated that a difference live among the different conditions f 8 800  10 979 p zero 001 7 00 results ,7,0.0,results ,Emperical Result
15933,this suggests that users in the dispirited  treble  task hinderance term had index of salient cognitive processing of the security substance 7 00 results ,7,0.0,results ,Emperical Result
15934,table 4 summarise the results 7 00 results ,7,0.0,results ,Emperical Result
15935,secondly the findings from the case that is to say quotations remarks processes arguments claim and sample screenshots taken from valuation data spreadsheets live presented 7 00  rural india and imagine case findings and evaluation activities ,7,0.0,| rural india and imagine case findings and evaluation activities ,Emperical Result
15936,this evidence make up used to discover the dissimilar activities that constituted the evaluation wheel 7 00  rural india and imagine case findings and evaluation activities ,7,0.0,| rural india and imagine case findings and evaluation activities ,Emperical Result
15937,to make the range of activity involved in the evaluation cycle clear the finding draw mainly on the managing of the cycle exemplify in the fat interactions with imagine  s project director leonard and rural india  s director chandan 7 00  rural india and imagine case findings and evaluation activities ,7,0.0,| rural india and imagine case findings and evaluation activities ,Emperical Result
15938,the principal purpose here be to describe the partners the finding and the evaluation cycle action 7 00  rural india and imagine case findings and evaluation activities ,7,0.0,| rural india and imagine case findings and evaluation activities ,Emperical Result
15939,in a group discussion call chandan signal numerous activities 7 00  rural india and imagine case findings and evaluation activities ,7,0.0,| rural india and imagine case findings and evaluation activities ,Emperical Result
15940,the accumulation of the data point be the first thing to cost doing and then … then analyse and so indite good document for the research etc 7 00  rural india and imagine case findings and evaluation activities ,7,0.0,| rural india and imagine case findings and evaluation activities ,Emperical Result
15941,quantitative assessment at the organisational levels of shadow innovation in the swedish tax authority can also be regarded as a methodological contribution to study the ambidextrous balance between exploration and exploitation  7 00 discussion ,7,0.0,discussion ,Contribution
15942,this finding indicates affect strong absorb outcome of an enabling control style and stress the important persona that control style plays in foretell the impact of control activeness at the individual horizontal surface 7 00 data analysis  results ,7,0.0,data analysis & results ,Emperical Result
15943,for example the importance  performance intercellular substance analysis result blusher a picture that if the performance mediocre purpose of an enabling control style was increased by one unit the controllee  s job satisfaction would increase by the corresponding importance note value 0389 table tercet  7 00 data analysis  results ,7,0.0,data analysis & results ,Emperical Result
15944,in compendious the importance  performance matrix analysis results confirm and extend the partial least squares analysis results and indicate that development project managers should mainly focus on the use of an enabling control style and formal controls to meliorate the controllee  s labor performance and job satisfaction 7 00 data analysis  results ,7,0.0,data analysis & results ,Emperical Result
15945,before investigating our core research questions we acquit 2 baseline evaluation 8 00 baseline evaluation  comparing existing mention models and examining regulatory databases ,8,0.0,baseline evaluation : comparing existing mention models and examining regulatory databases ,Research Question
15946,our initial 2003 interview get hold evidence of all four user responses engaged compliant loth and pervert 8 00 findings ,8,0.0,findings ,Emperical Result
15947,the distribution of responses varied between our three data point assembling points and exist shown in table 2 8 00 findings ,8,0.0,findings ,Emperical Result
15948,these trends show a gradual progression from a pattern of more reluctant responses to compliance following the mandate  then an increasing proportion of engaged responses over the long term  8 00 findings ,8,0.0,findings ,Emperical Result
15949,in improver respective interviewee provided evidence of self  remember transition from one knock off strategy to another over time 8 00 findings ,8,0.0,findings ,Emperical Result
15950,interview transcripts and other empirical data offered rich anecdotal evidence differentiating the four user responses  8 00 findings ,8,0.0,findings ,Emperical Result
15951,hence despite his initial skepticism about the organisation this physician demonstrated an betroth response 8 00 findings ,8,0.0,findings ,Emperical Result
15952,twelve proscribed of xlvii interview in our sketch indicate compliant responses 8 00 findings ,8,0.0,findings ,Emperical Result
15953,he also indicated that he had little external control of the system implementation process   we were consulted  8 00 findings ,8,0.0,findings ,Emperical Result
15954,as an illustration of the chain of grounds stomach proposition p1 in 2007 a physician specialize in forcible medicinal drug and rehabilitation described the many benefit opportunities of the system of rules as follows 8 00 findings ,8,0.0,findings ,Emperical Result
15955,accordingly this md certify an engaged reply toward the computerized patient social club entry system 8 00 findings ,8,0.0,findings ,Emperical Result
15956,in another example in 2007 a heart surgeon spotlight how the system  s adverse drug effects feature reduced his medical indebtedness 8 00 findings ,8,0.0,findings ,Emperical Result
15957, egibibyte to fulfill a  quota   avoided all important organisation functionalities such as order sets and demonstrated a propensity to avoid organization use whenever possible 8 00 findings ,8,0.0,findings ,Emperical Result
15958,hence still though this physician used the system on a regular basis and frequently  unity use the system for 100 of my orders … i use documents results flow sheets therapy notes demographics patient treatment consultation and other things   he did not use order set to make his order entry process more efficient and less error  prone  i do n  t use order sets 8 00 findings ,8,0.0,findings ,Emperical Result
15959,they could be document anything at all 8 00 findings ,8,0.0,findings ,Emperical Result
15960,consistent with proposal p7 this emergency medicine specialist bespeak that he saw the system as a the primary appraisal for such substance maltreater from negative at both time points but his perceived external control over system implementation effort had changed from 2007 to 2011 resulting in a corresponding change in his emotional and behavioural responses 8 00 findings ,8,0.0,findings ,Emperical Result
15961,one unique feature of our conceptualization of user responses is our multivalent conceptualization as combinations of symbiotic emotional and behavioural responses each with complex capacity to unite react or interact 8 00 findings ,8,0.0,findings ,Emperical Result
15962,our study showing that forced use generates emotional reply which fire not be isolated from user behavior 8 00 findings ,8,0.0,findings ,Emperical Result
15963,in this sense  our findings are distinct from and add to our current body of acceptance and resistance research  8 00 findings ,8,0.0,findings ,Emperical Result
15964,our analysis shows users can appraise the like information technology in very different ways as opportunity or threats and perceive themselves as having different layer of ascendance over the situation 8 00 findings ,8,0.0,findings ,Emperical Result
15965,the interactions between these various perceptions in a multistage causal summons results in different  face  character of selective info engineering sufferance and resistance responses 8 00 findings ,8,0.0,findings ,Emperical Result
15966,future research whitethorn hence study condition under which the act of countervailing logics stephen foster successful information technology governance in professional service organizations 8 00 discussion and conclusion ,8,0.0,discussion and conclusion ,Future work
15967,our main part is a model to describe the interaction between lightweight it and heavyweight in order for process invention travail to successfully interact and align with a large existing digital base 8 00 conclusion ,8,0.0,conclusion ,Contribution
15968,some relevant research interrogative allow in 8 00 platformization and infrastructuring ,8,0.0,platformization and infrastructuring ,Research Question
15969,common fig1 demonstrate the enquiry model we borrow with the associated inquiry question 8 00 table 2 ,8,0.0,table 2 ,Research Question
15970,the sources represent rally according to the four enquiry questions positive contiguous context of use of enjoyment deuce ace level of depth psychological science and reference discipline 8 00 table 2 ,8,0.0,table 2 ,Research Question
15971,the independent research determination of the paper cost utilize as the primary basis for inquiry question coding 8 00 table 2 ,8,0.0,table 2 ,Research Question
15972,papers that render substantive finding related to more than i enquiry question be ride to all relevant enquiry head 8 00 table 2 ,8,0.0,table 2 ,Research Question
15973,men prove to a enceinte extent confident attitude design and behaviour than women 8 00 results ,8,0.0,results ,Emperical Result
15974,the insignificant finding indicate that demographics trifle a trifling role as digital plagiarisation predictors 8 00 results ,8,0.0,results ,Emperical Result
15975,the homogeneity test run indicates heterogeneousness for all except two human relationship susceptibleness  design and price  behaviour  8 00 results ,8,0.0,results ,Emperical Result
15976,against the backdrop of our literature review we conclude that more empiric research is needed to shake off sparkle on research questions bear on the relevance of remixes for innovation the remixing process the role of it  based platforms and the profile of remixing individuals 8 00 methodology ,8,0.0,methodology ,Research Question
15977,the following research doubt was addressed in this conceptual capable surface area  what are the implications of teleworking at home for women  s world power to meliorate their disadvantaged situation particularly through corporate actions  8 00 conclusion and outlook ,8,0.0,conclusion and outlook ,Research Question
15978,in a second step we aggregated the findings of the within  case analyses in order of magnitude to influence whether they make sense beyond each individual case nina from carolina xxxv  8 10 data analysis and theory building ,8,1.0,data analysis and theory building ,Emperical Result
15979,to come up to these research questions and to allow for a taxonomical comparing of alternate theoretical approach shot to explain internet acceptance by the elderly we compare four inquiry models 8 00 research models ,8,0.0,research models ,Research Question
15980,to do the represent research questions we omit the constructs of role behaviour and facilitating conditions 8 00 research models ,8,0.0,research models ,Research Question
15981,a first limitation is related to the instructions we used in the empirical studies  8 00 conclusions and limitations ,8,0.0,conclusions and limitations ,limitation
15982,a second limit of our study is that we dichotomize the search behavior as being either goal directed beaver state exploratory in line with janiszewski 1998  8 00 conclusions and limitations ,8,0.0,conclusions and limitations ,limitation
15983,despite these limitations the empirical result of both studies indicate that the future ontogenesis of assistance systems using eye  movement datum be prognosticate first using a standard svm we predict search motives with a mellow degree of truth former on in the process 8 00 conclusions and limitations ,8,0.0,conclusions and limitations ,limitation
15984,future research take to excuse this speculation 8 00 conclusions and limitations ,8,0.0,conclusions and limitations ,Future work
15985,this newspaper publisher realize a maiden contribution by showing the law of similarity between the deuce environments regarding selective information hunting demeanor 8 00 conclusions and limitations ,8,0.0,conclusions and limitations ,Contribution
15986,in future work  our prediction model could be tested for incorporation into a recommender system in virtual or augmented reality shopping environments  8 00 conclusions and limitations ,8,0.0,conclusions and limitations ,Future work
15987,both approaches also share the same privacy issues and concerns  8 00 conclusions and limitations ,8,0.0,conclusions and limitations ,limitation
15988,the embeddedness of premiss in conceptual model research make upward non a limitation per sou  east 8 00 interim conclusions from the literature review ,8,0.0,interim conclusions from the literature review ,limitation
15989,we conclude by revisit the deuce research questions that motivated this research and review the lessons we puzzle learned from act and reflecting on them over leash action inquiry loop 8 00 conclusion ,8,0.0,conclusion ,Research Question
15990,our first research interrogative sentence was what are the characteristic of an informating functionality and how answer an informating functionality dissent from an automatise functionality 8 00 conclusion ,8,0.0,conclusion ,Research Question
15991,our 2nd research question was what exist the part of agile development practice in develop an informating functionality 8 00 conclusion ,8,0.0,conclusion ,Research Question
15992,awareness of these implications of such fine  grained conceptualizations of software program functionality could help the research residential area well formulate future research studies 8 00 conclusion ,8,0.0,conclusion ,Future work
15993,we need to make bank note of some restriction of this study 8 00 conclusion ,8,0.0,conclusion ,limitation
15994,finally  we highlight our contribution to intra  information technology alignment and explain how it relates to operational alignment  8 00 discussion ,8,0.0,discussion ,Contribution
15995,table 2 presents the results  9 00 evaluation results ,9,0.0,evaluation results ,Emperical Result
15996,table deuce ace describe the analysis of departure results on opportuneness 9 00 evaluation results ,9,0.0,evaluation results ,Emperical Result
15997,this latter result has interesting implications that we rarify on later in surgical incision eight 9 00 evaluation results ,9,0.0,evaluation results ,Emperical Result
15998,particular about the view analysis methods utilised appear in online vermiform process d along with the full evaluation results 9 00 evaluation results ,9,0.0,evaluation results ,Emperical Result
15999,looking at the outcome the model with sentiment tended to attain mellow preciseness across the board 9 00 evaluation results ,9,0.0,evaluation results ,Emperical Result
16000,hence in this transmission channel colorado  occurrence cite devoid of sentiment information are to a greater extent likely to result in assumed positives 9 00 evaluation results ,9,0.0,evaluation results ,Emperical Result
16001,the results suggest that signal fusion english hawthorn allow additional degrees of freedom for voice of the customer listen platform stakeholders interested in detecting more than upshot in general possibly at the cost of less timely and less precise detection or in better detecting specific types of events 9 00 evaluation results ,9,0.0,evaluation results ,Emperical Result
16002,table 5 shows the evaluation solvent 9 00 evaluation results ,9,0.0,evaluation results ,Emperical Result
16003,the take are depicted in table vi 9 00 evaluation results ,9,0.0,evaluation results ,Emperical Result
16004,on the other paw it is also an advantage as the success of this specific online community may be at least partly due to the being of this extremely effective normsbased intellectual property system which suggests that much can be learned from this  good practice  case 9 00 discussion ,9,0.0,discussion ,Contribution
16005,this empirical employment micturate a number of contribution as discourse below 9 00 discussion ,9,0.0,discussion ,Contribution
16006,alphas of at least 07 suggest good reliability of factors  9 00 results ,9,0.0,results ,Emperical Result
16007,we account regression results in table 4 9 00 results ,9,0.0,results ,Emperical Result
16008, our result suggest that the rating shield treatment at once affects decision quality  0 thirty three p cipher 01  indicating that the rating scale leads to a higher decision quality than the market place 9 00 results ,9,0.0,results ,Emperical Result
16009,given these result the arbitrate function of sensed ease of use is stronger when users comprehend the evaluation task to be highly variable 9 00 results ,9,0.0,results ,Emperical Result
16010,what is more we verified the lustiness of our results examine our mannequin with substitute operationalizations of decision lineament 9 00 results ,9,0.0,results ,Emperical Result
16011,all analysis are consistent with the main results presented hither 9 00 results ,9,0.0,results ,Emperical Result
16012,as table 2 show the feigning study simply partly confirmed our arithmetic mean 9 00 results ,9,0.0,results ,Emperical Result
16013,the results were thence in the main driven by the consistency 9 00 results ,9,0.0,results ,Emperical Result
16014,this final result coincides with jöreskog  s 1983  recover that maximal likeliness estimates are more effective than former covariance  based structural equating sit techniques 9 10 results ,9,1.0,results ,Emperical Result
16015,moreover encumbrance least square show an increase level of character i errors 9 00 results ,9,0.0,results ,Emperical Result
16016,these consequence translate into a bit of promising unresolved enquiry doubt 9 00 toward a research agenda on online community ,9,0.0,toward a research agenda on online community ,Research Question
16017,these follow the following condensing our bleak data into brief summary formats developing relationships between our research target and summary findings and finally formulating a conceptual framework that captures the phenomenon we observed 9 00 data analysis ,9,0.0,data analysis ,Emperical Result
16018,table v summarizes the contributions of both study 9 00 general discussion ,9,0.0,general discussion ,Contribution
16019,research question 1 asked the following  how is development nongovernment organisation impact data and knowledge constructed in practice  9 00 figure 6 ,9,0.0,figure 6 ,Research Question
16020,inquiry question two asked the followers how are power relations generated in praxis during impact rating 9 00 figure 6 ,9,0.0,figure 6 ,Research Question
16021,research question 3 asked the following  how can views of power and practice be embedded into impact evaluation data and knowledge construction  9 00 figure 6 ,9,0.0,figure 6 ,Research Question
16022,we compared the coders  solvent discussed dispute and commonalities and blend the outcome 9 00 within  case analysis ,9,0.0,within - case analysis ,Emperical Result
16023,this study aimed to answer the research question of how ambidextrous it governance is enacted in public sector organisations  9 00 total spend exploitation ,9,0.0,total spend exploitation ,Research Question
16024,the research question we set out to examine was  9 00 findings ,9,0.0,findings ,Research Question
16025,thusly our enquiry findings are based on evidence derive from these longitudinal studies 9 00 findings ,9,0.0,findings ,Emperical Result
16026,the disperse assembly line from the project argue when the labor be hold out 9 00 findings ,9,0.0,findings ,Emperical Result
16027,the bracket  indicate when the thesis operating theater antithesis is in foreground 9 00 findings ,9,0.0,findings ,Emperical Result
16028,our investigation revealed that the use of mobile devices at beverageco resulted in three primary affordances mechanisation of sales information real  sentence access  visibility of sales and customer information and auditable carrying out information 9 00 findings ,9,0.0,findings ,Emperical Result
16029,table foursome allow an overview of our independent inquiry finding within the 2 phases 9 00 findings ,9,0.0,findings ,Emperical Result
16030,finally in the last section of our resolution we analyse how these informational affordances contributed to a system of rules of completing dominance by touch base sales agents and coach in a prescribed family relationship based on increased paleness relatedness and trust 9 00 findings ,9,0.0,findings ,Emperical Result
16031,even so instead of burdening sales agents with lengthy paper work after the sales visit fluid sale force devices automatically reported the results of the checklist in real meter to the global office 9 00 findings ,9,0.0,findings ,Emperical Result
16032,abby a sales support staff explained  most of the data will go to the managing director who will analyze it and they will go through novel targets and take decisions depending on the results 9 00 findings ,9,0.0,findings ,Emperical Result
16033,sales agents could closely monitor how they were performing i know from the start of the month my objectives i plan my goals for this month and when i look at my results ane unfold this platform and see everything iodine want to know 9 00 findings ,9,0.0,findings ,Emperical Result
16034,before we let the cat out of the bag about the write theme results the next limitation should constitute noted 9 00 limitations ,9,0.0,limitations ,limitation
16035,we are now ready to address our deuce enquiry questions 9 00 the case study  reliable malware detection ,9,0.0,the case study : reliable malware detection ,Research Question
16036,to conclude  we present a summary of research questions  and future research concepts based on our research study  9 00 discussion  contributions  and research agenda ,9,0.0,"discussion , contributions , and research agenda ",Research Question
16037,the research interrogative sentence be spotlight in image 8 9 00 discussion  contributions  and research agenda ,9,0.0,"discussion , contributions , and research agenda ",Research Question
16038,nevertheless we also need to take the collateral effects into account for answering our research head regarding the impact of the unlike factors in a comprehensive valuation of technology  mediated learning quality 9 00 structural model ,9,0.0,structural model ,Research Question
16039,table 7 summarise some of the central consequence pertaining to our two research question 10 00 results discussion and conclusions ,10,0.0,results discussion and conclusions ,Research Question
16040,the earlier detection rates for many events  across models and user  generated channels  iorient often one to three year in the beginning  is besides an interesting result that be consistent with some recent studies white hot et al2013 10 10 results discussion and conclusions ,10,1.0,results discussion and conclusions ,Emperical Result
16041,from a design science perspective our contributions include our analysis framework and the genetic algorithm  based signal detection user  generated contented channels can enable well timed detection of event for 50  lxxx recall of events probe 10 00 results discussion and conclusions ,10,0.0,results discussion and conclusions ,Contribution
16042,this is counterintuitive with findings in other domains such as financial services  10 00 results discussion and conclusions ,10,0.0,results discussion and conclusions ,Emperical Result
16043,our findings suggest an probability for studies exploring how sure segment of the universe prefer to discuss or expose their adverse experience over time 10 00 results discussion and conclusions ,10,0.0,results discussion and conclusions ,Emperical Result
